DeviceObj,Circuit,Location,Debug
Bryant A/C Unit,MSWB.8-DL.DL.4-L4G.L4G.34-TG.TG.LGsec2.66,North Office,
,MSWB.8-DL.DL.4-L4G.L4G.34-TG.TG.LGsec2.66,130-03,
Storage condensation Pump,MSWB.8-DL.DL.4-L4G.L4G.34-TG.TG.LGsec2.68,,
,MSWB.8-DL.DL.4-L4G.L4G.34-TG.TG.LGsec2.68,125,
C4 RM4031,MSWB.8-DL.DL.5-L42B.L42B,,
368,MSWB.8-DL.DL.5-L42B.L42B,,
DL#5 > L42B,MSWB.8-DL.DL.5-L42B.L42B,,
Lights,MSWB.8-DL.DL.5-L42B.L42B.3,4031A,
Lights,MSWB.8-DL.DL.5-L42B.L42B.3,4034,
Lights,MSWB.8-DL.DL.5-L42B.L42B.3,4037,
Lights,MSWB.8-DL.DL.5-L42B.L42B.3,4037A,
Lights,MSWB.8-DL.DL.5-L42B.L42B.3,4038,
Lights,MSWB.8-DL.DL.5-L42B.L42B.4,4039,
Lights,MSWB.8-DL.DL.5-L42B.L42B.5,4036,
Lights,MSWB.8-DL.DL.5-L42B.L42B.6,4035,
Lights,MSWB.8-DL.DL.5-L42B.L42B.7,4032,
Lights,MSWB.8-DL.DL.5-L42B.L42B.8,4002,
Lights,MSWB.8-DL.DL.5-L42B.L42B.9,4003,
Lights,MSWB.8-DL.DL.5-L42B.L42B.10,4033,
Lights,MSWB.8-DL.DL.5-L42B.L42B.11,4004,
Lights,MSWB.8-DL.DL.5-L42B.L42B.12,4022,
Lights,MSWB.8-DL.DL.5-L42B.L42B.12,4023,
Lights,MSWB.8-DL.DL.5-L42B.L42B.12,4025,
Lights,MSWB.8-DL.DL.5-L42B.L42B.12,4026,
Lights,MSWB.8-DL.DL.5-L42B.L42B.12,4027,
AHU-8,MSWB.8-DL.DL.5-L42B.L42B.13,,
Fan F-6,MSWB.8-DL.DL.5-L42B.L42B.14,,
AHU-8,MSWB.8-DL.DL.5-L42B.L42B.15,,
Fan F-6,MSWB.8-DL.DL.5-L42B.L42B.16,,
AHU-8,MSWB.8-DL.DL.5-L42B.L42B.17,,
Fan F-6,MSWB.8-DL.DL.5-L42B.L42B.18,,
L2B via T2B,MSWB.8-DL.DL.5-L42B.L42B.33-T2B.T2B,,
DL#5 > L42B > T2B > L2B,MSWB.8-DL.DL.5-L42B.L42B.33-T2B.T2B,,
Exhaust Fan,MSWB.8-DL.DL.5-L42B.L42B.33-T2B.T2B.L2B.1,368,
Outlet,MSWB.8-DL.DL.5-L42B.L42B.33-T2B.T2B.L2B.2,4004,
Outlet,MSWB.8-DL.DL.5-L42B.L42B.33-T2B.T2B.L2B.3,4004,
Outlet,MSWB.8-DL.DL.5-L42B.L42B.33-T2B.T2B.L2B.4,4004,
Outlet,MSWB.8-DL.DL.5-L42B.L42B.33-T2B.T2B.L2B.5,4003,
Outlet,MSWB.8-DL.DL.5-L42B.L42B.33-T2B.T2B.L2B.6,4003,
Outlet,MSWB.8-DL.DL.5-L42B.L42B.33-T2B.T2B.L2B.7,4003,
Outlet,MSWB.8-DL.DL.5-L42B.L42B.33-T2B.T2B.L2B.8,4002,
Outlet,MSWB.8-DL.DL.5-L42B.L42B.33-T2B.T2B.L2B.9,4002,
Outlet,MSWB.8-DL.DL.5-L42B.L42B.33-T2B.T2B.L2B.10,4002,
Outlets,MSWB.8-DL.DL.5-L42B.L42B.33-T2B.T2B.L2B.11,4017,
Outlets,MSWB.8-DL.DL.5-L42B.L42B.33-T2B.T2B.L2B.11,4018,
CWC,MSWB.8-DL.DL.5-L42B.L42B.33-T2B.T2B.L2B.11,4017,
corridor,MSWB.8-DL.DL.5-L42B.L42B.33-T2B.T2B.L2B.11,,
Outlets,MSWB.8-DL.DL.5-L42B.L42B.33-T2B.T2B.L2B.12,4032,
Outlets,MSWB.8-DL.DL.5-L42B.L42B.33-T2B.T2B.L2B.13,4032,
Outlets,MSWB.8-DL.DL.5-L42B.L42B.33-T2B.T2B.L2B.14,4032,
Outlets,MSWB.8-DL.DL.5-L42B.L42B.33-T2B.T2B.L2B.15,4033,
Outlets,MSWB.8-DL.DL.5-L42B.L42B.33-T2B.T2B.L2B.16,4033,
Outlets,MSWB.8-DL.DL.5-L42B.L42B.33-T2B.T2B.L2B.17,4033,
Outlets,MSWB.8-DL.DL.5-L42B.L42B.33-T2B.T2B.L2B.18,4031A,
Outlets,MSWB.8-DL.DL.5-L42B.L42B.33-T2B.T2B.L2B.19,4034,
Outlets,MSWB.8-DL.DL.5-L42B.L42B.33-T2B.T2B.L2B.20,4035,
Outlets,MSWB.8-DL.DL.5-L42B.L42B.33-T2B.T2B.L2B.21,4035,
Outlets,MSWB.8-DL.DL.5-L42B.L42B.33-T2B.T2B.L2B.22,4035,
Outlets,MSWB.8-DL.DL.5-L42B.L42B.33-T2B.T2B.L2B.23,4036,
Outlets,MSWB.8-DL.DL.5-L42B.L42B.33-T2B.T2B.L2B.24,4036,
Outlets,MSWB.8-DL.DL.5-L42B.L42B.33-T2B.T2B.L2B.25,4036,
Outlets,MSWB.8-DL.DL.5-L42B.L42B.33-T2B.T2B.L2B.26,4037,
Outlets,MSWB.8-DL.DL.5-L42B.L42B.33-T2B.T2B.L2B.26,4038,
Copy Machine,MSWB.8-DL.DL.5-L42B.L42B.33-T2B.T2B.L2B.26,362-01,
Outlets,MSWB.8-DL.DL.5-L42B.L42B.33-T2B.T2B.L2B.27,4037,
Outlets,MSWB.8-DL.DL.5-L42B.L42B.33-T2B.T2B.L2B.27,4037A,
Copy Machine,MSWB.8-DL.DL.5-L42B.L42B.33-T2B.T2B.L2B.27,362-01,
Outlets,MSWB.8-DL.DL.5-L42B.L42B.33-T2B.T2B.L2B.28,4039,
Outlets,MSWB.8-DL.DL.5-L42B.L42B.33-T2B.T2B.L2B.29,4039,
Outlets,MSWB.8-DL.DL.5-L42B.L42B.33-T2B.T2B.L2B.30,4039,
Hand Dryer,MSWB.8-DL.DL.5-L42B.L42B.33-T2B.T2B.L2B.31,4038,
Outlets,MSWB.8-DL.DL.5-L42B.L42B.33-T2B.T2B.L2B.32,4031,
Roof Fan F-47,MSWB.8-DL.DL.5-L42B.L42B.33-T2B.T2B.L2B.33,,
Fan F-47,MSWB.8-DL.DL.5-L42B.L42B.33-T2B.T2B.L2B.34,Roof,
Fan F-47A,MSWB.8-DL.DL.5-L42B.L42B.33-T2B.T2B.L2B.35,Roof,
Lights,MSWB.8-DL.DL.7-L41D.L41D.2,3119,
Lights,MSWB.8-DL.DL.7-L41D.L41D.2,3121,
Lights,MSWB.8-DL.DL.7-L41D.L41D.3,3120,
Lights,MSWB.8-DL.DL.7-L41D.L41D.5,3122,
Lights,MSWB.8-DL.DL.7-L41D.L41D.6,3123,
Lights,MSWB.8-DL.DL.7-L41D.L41D.7,3115,
Lights,MSWB.8-DL.DL.7-L41D.L41D.8,3116,
Lights,MSWB.8-DL.DL.7-L41D.L41D.9,3117,
Lights,MSWB.8-DL.DL.7-L41D.L41D.10,3104,
Lights,MSWB.8-DL.DL.7-L41D.L41D.10,3105,
Lights,MSWB.8-DL.DL.7-L41D.L41D.10,3105A,
Lights,MSWB.8-DL.DL.7-L41D.L41D.11,3101,
Lights,MSWB.8-DL.DL.7-L41D.L41D.11,3101A,
Lights,MSWB.8-DL.DL.7-L41D.L41D.11,3101B,
Lights,MSWB.8-DL.DL.7-L41D.L41D.12,3100,
Lights,MSWB.8-DL.DL.7-L41D.L41D.13,3099,
Lights corr,MSWB.8-DL.DL.7-L41D.L41D.14,3107,
Lights corr,MSWB.8-DL.DL.7-L41D.L41D.14,3108,
Lights corr,MSWB.8-DL.DL.7-L41D.L41D.14,3129,
Nightlights Corr,MSWB.8-DL.DL.7-L41D.L41D.15,3108,
Nightlights Corr,MSWB.8-DL.DL.7-L41D.L41D.15,3129,
Courtyard exterior,MSWB.8-DL.DL.7-L41D.L41D.18,,
Timeclock,MSWB.8-DL.DL.7-L41D.L41D.18,,
Fan F-41,MSWB.8-DL.DL.7-L41D.L41D.19,Roof,
Fan F-41,MSWB.8-DL.DL.7-L41D.L41D.21,Roof,
Fan F-41,MSWB.8-DL.DL.7-L41D.L41D.23,Roof,
Outlets,MSWB.8-DL.DL.7-L41D.L41D.25-T1D.T1D.L1D.2,3098,
Outlets,MSWB.8-DL.DL.7-L41D.L41D.25-T1D.T1D.L1D.3,3098,
Outlets,MSWB.8-DL.DL.7-L41D.L41D.25-T1D.T1D.L1D.4,3098,
Outlets,MSWB.8-DL.DL.7-L41D.L41D.25-T1D.T1D.L1D.5,3099,
Outlets,MSWB.8-DL.DL.7-L41D.L41D.25-T1D.T1D.L1D.6,3099,
Outlets,MSWB.8-DL.DL.7-L41D.L41D.25-T1D.T1D.L1D.7,3099,
Outlets,MSWB.8-DL.DL.7-L41D.L41D.25-T1D.T1D.L1D.8,3100,
,MSWB.8-DL.DL.7-L41D.L41D.25-T1D.T1D.L1D.8,243,
Outlets,MSWB.8-DL.DL.7-L41D.L41D.25-T1D.T1D.L1D.9,3100,
,MSWB.8-DL.DL.7-L41D.L41D.25-T1D.T1D.L1D.9,243,
Outlets,MSWB.8-DL.DL.7-L41D.L41D.25-T1D.T1D.L1D.10,3100,
,MSWB.8-DL.DL.7-L41D.L41D.25-T1D.T1D.L1D.10,243,
Outlets,MSWB.8-DL.DL.7-L41D.L41D.25-T1D.T1D.L1D.11,3101,
Outlets,MSWB.8-DL.DL.7-L41D.L41D.25-T1D.T1D.L1D.11,3101B,
Outlets,MSWB.8-DL.DL.7-L41D.L41D.25-T1D.T1D.L1D.12,3101A,
Outlets,MSWB.8-DL.DL.7-L41D.L41D.25-T1D.T1D.L1D.13,3101A,
Outlets,MSWB.8-DL.DL.7-L41D.L41D.25-T1D.T1D.L1D.13,3101B,
Hand Dryer RM3106,MSWB.8-DL.DL.7-L41D.L41D.25-T1D.T1D.L1D.14,,
,MSWB.8-DL.DL.7-L41D.L41D.25-T1D.T1D.L1D.14,240,
Outlets,MSWB.8-DL.DL.7-L41D.L41D.25-T1D.T1D.L1D.15,3105A,
Outlets,MSWB.8-DL.DL.7-L41D.L41D.25-T1D.T1D.L1D.16,3105A,
Outlets,MSWB.8-DL.DL.7-L41D.L41D.25-T1D.T1D.L1D.17,3105A,
Outlets,MSWB.8-DL.DL.7-L41D.L41D.25-T1D.T1D.L1D.18,3104,
Outlets,MSWB.8-DL.DL.7-L41D.L41D.25-T1D.T1D.L1D.19,3103,
Outlets corr,MSWB.8-DL.DL.7-L41D.L41D.25-T1D.T1D.L1D.20,3129,
Outlets corr,MSWB.8-DL.DL.7-L41D.L41D.25-T1D.T1D.L1D.20,3108,
Water Cooler corr,MSWB.8-DL.DL.7-L41D.L41D.25-T1D.T1D.L1D.20,3028,
Outlets,MSWB.8-DL.DL.7-L41D.L41D.25-T1D.T1D.L1D.21,3030,
Outlets,MSWB.8-DL.DL.7-L41D.L41D.25-T1D.T1D.L1D.21,3103,
Outlets,MSWB.8-DL.DL.7-L41D.L41D.25-T1D.T1D.L1D.22,3030,
Outlets,MSWB.8-DL.DL.7-L41D.L41D.25-T1D.T1D.L1D.23,3030,
Outlets,MSWB.8-DL.DL.7-L41D.L41D.25-T1D.T1D.L1D.24,3029,
Outlets,MSWB.8-DL.DL.7-L41D.L41D.25-T1D.T1D.L1D.25,3029,
Outlets,MSWB.8-DL.DL.7-L41D.L41D.25-T1D.T1D.L1D.26,3029,
Outlets corr,MSWB.8-DL.DL.7-L41D.L41D.25-T1D.T1D.L1D.27,3028,
Bathroom,MSWB.8-DL.DL.7-L41D.L41D.25-T1D.T1D.L1D.27,3106,
Storage,MSWB.8-DL.DL.7-L41D.L41D.25-T1D.T1D.L1D.27,272-01,
Acid neutralization system,MSWB.8-DL.DL.7-L41D.L41D.25-T1D.T1D.L1D.28,,
Lights,MSWB.8-DL.DL.7-L41D.L41D.25-T1D.T1D.L1D.30,3027,
Vestibule,MSWB.8-DL.DL.7-L41D.L41D.25-T1D.T1D.L1D.30,,
Lights,MSWB.8-DL.DL.7-L41D.L41D.25-T1D.T1D.L1D.32,C1 Stairs,
Lights,MSWB.8-DL.DL.8-L42.L42.2,4075,
Lights,MSWB.8-DL.DL.8-L42.L42.3,4074,
Lights,MSWB.8-DL.DL.8-L42.L42.4,4090,
Lights,MSWB.8-DL.DL.8-L42.L42.5,4092,
Lights,MSWB.8-DL.DL.8-L42.L42.6,4076,
Lights,MSWB.8-DL.DL.8-L42.L42.6,4077,
Lights,MSWB.8-DL.DL.8-L42.L42.6,4093,
Lights,MSWB.8-DL.DL.8-L42.L42.7,4094,
Lights,MSWB.8-DL.DL.8-L42.L42.8,4095,
Lights,MSWB.8-DL.DL.8-L42.L42.9,4011,
Lights,MSWB.8-DL.DL.8-L42.L42.9,4012,
Lights,MSWB.8-DL.DL.8-L42.L42.9,4013,
Lights,MSWB.8-DL.DL.8-L42.L42.9,4015,
Lights,MSWB.8-DL.DL.8-L42.L42.9,4015A,
Lights,MSWB.8-DL.DL.8-L42.L42.10,4006,
Lights,MSWB.8-DL.DL.8-L42.L42.11,4007,
Lights,MSWB.8-DL.DL.8-L42.L42.12,4008,
Night Lights corr,MSWB.8-DL.DL.8-L42.L42.13,4071,
Night Lights corr,MSWB.8-DL.DL.8-L42.L42.13,4072A,
Night Lights corr,MSWB.8-DL.DL.8-L42.L42.14,4071,
Night Lights corr,MSWB.8-DL.DL.8-L42.L42.14,4072A,
Night Lights corr,MSWB.8-DL.DL.8-L42.L42.15,4009,
Night Lights corr,MSWB.8-DL.DL.8-L42.L42.15,4072,
Night Lights corr,MSWB.8-DL.DL.8-L42.L42.16,4009,
Night Lights corr,MSWB.8-DL.DL.8-L42.L42.16,4072,
Lights,MSWB.8-DL.DL.8-L42.L42.17,4005,
Lights,MSWB.8-DL.DL.8-L42.L42.18,4014,
Lights,MSWB.8-DL.DL.8-L42.L42.19,4016,
Lights,MSWB.8-DL.DL.8-L42.L42.19,375-01,
Lights,MSWB.8-DL.DL.8-L42.L42.19,375-02,
Light,MSWB.8-DL.DL.8-L42.L42.20,400,400W Floodlight
Teachers entrance,MSWB.8-DL.DL.8-L42.L42.20,,
Photosensor Controlled,MSWB.8-DL.DL.8-L42.L42.20,,
Fan F-46,MSWB.8-DL.DL.8-L42.L42.27,,
Fan F-46,MSWB.8-DL.DL.8-L42.L42.29,,
Fan F-46,MSWB.8-DL.DL.8-L42.L42.31,,
Outlets,MSWB.8-DL.DL.8-L42.L42.34-T2.T2.L2.1,4076,Copier RM4076
Outlets,MSWB.8-DL.DL.8-L42.L42.34-T2.T2.L2.1,324-01,
Outlets corr,MSWB.8-DL.DL.8-L42.L42.34-T2.T2.L2.2,4072,
Outlet water cooler corr,MSWB.8-DL.DL.8-L42.L42.34-T2.T2.L2.2,4073,
Hand Dryer RM4073,MSWB.8-DL.DL.8-L42.L42.34-T2.T2.L2.3,,
Outlets,MSWB.8-DL.DL.8-L42.L42.34-T2.T2.L2.4,4074,
Outlets,MSWB.8-DL.DL.8-L42.L42.34-T2.T2.L2.5,4074,
Outlets,MSWB.8-DL.DL.8-L42.L42.34-T2.T2.L2.6,4074,
Outlets,MSWB.8-DL.DL.8-L42.L42.34-T2.T2.L2.7,4075,
Outlets,MSWB.8-DL.DL.8-L42.L42.34-T2.T2.L2.8,4075,
Outlets,MSWB.8-DL.DL.8-L42.L42.34-T2.T2.L2.9,4075,
Outlets Center bench (South),MSWB.8-DL.DL.8-L42.L42.34-T2.T2.L2.10,322,
Outlets Center bench (North),MSWB.8-DL.DL.8-L42.L42.34-T2.T2.L2.11,322,
Outlets,MSWB.8-DL.DL.8-L42.L42.34-T2.T2.L2.12,4076,
Outlets,MSWB.8-DL.DL.8-L42.L42.34-T2.T2.L2.12,Lunch Room,
Outlets,MSWB.8-DL.DL.8-L42.L42.34-T2.T2.L2.13,4077,
Condenser for Tutor Room,MSWB.8-DL.DL.8-L42.L42.34-T2.T2.L2.14,Roof,
Roof Fan F-44,MSWB.8-DL.DL.8-L42.L42.34-T2.T2.L2.15,,
Fan F-44,MSWB.8-DL.DL.8-L42.L42.34-T2.T2.L2.16,Roof,
Outlets ACCU4,MSWB.8-DL.DL.8-L42.L42.34-T2.T2.L2.17,roof,
Outlets ACCU5,MSWB.8-DL.DL.8-L42.L42.34-T2.T2.L2.17,roof,
Condenser for Tutor Room,MSWB.8-DL.DL.8-L42.L42.34-T2.T2.L2.18,Roof,
Lights,MSWB.8-DL.DL.9-L4GB.L4GB.3,1052,
Lights,MSWB.8-DL.DL.9-L4GB.L4GB.3,1053,
Lights cafeteria,MSWB.8-DL.DL.9-L4GB.L4GB.4,1088,
Lights cafeteria,MSWB.8-DL.DL.9-L4GB.L4GB.5,1088,
Lights cafeteria,MSWB.8-DL.DL.9-L4GB.L4GB.5,1091,
Lights cafeteria,MSWB.8-DL.DL.9-L4GB.L4GB.5,1092A,
Lights cafeteria,MSWB.8-DL.DL.9-L4GB.L4GB.5,1097A,
Lights cafeteria,MSWB.8-DL.DL.9-L4GB.L4GB.5,1097B,1097B corridor
Lights,MSWB.8-DL.DL.9-L4GB.L4GB.12,1078,
Lights,MSWB.8-DL.DL.9-L4GB.L4GB.12,1079,
Lights,MSWB.8-DL.DL.9-L4GB.L4GB.12,1081,
Lights,MSWB.8-DL.DL.9-L4GB.L4GB.12,1082,
Lights,MSWB.8-DL.DL.9-L4GB.L4GB.12,1089,
Lights,MSWB.8-DL.DL.9-L4GB.L4GB.15,TV Studio,
Lights Small office,MSWB.8-DL.DL.9-L4GB.L4GB.15,143-00,
Lights,MSWB.8-DL.DL.9-L4GB.L4GB.15,143-02,
Roof Fan F-50,MSWB.8-DL.DL.9-L4GB.L4GB.17,,
Roof Fan F-50,MSWB.8-DL.DL.9-L4GB.L4GB.19,,
Roof Fan F-50,MSWB.8-DL.DL.9-L4GB.L4GB.21,,
Fan F-51,MSWB.8-DL.DL.9-L4GB.L4GB.23-TGB.TGB.LGB.1,Roof,
Fan F-54,MSWB.8-DL.DL.9-L4GB.L4GB.23-TGB.TGB.LGB.1,Roof,
Fan F-55,MSWB.8-DL.DL.9-L4GB.L4GB.23-TGB.TGB.LGB.1,Roof,
Outlets,MSWB.8-DL.DL.9-L4GB.L4GB.23-TGB.TGB.LGB.2,1104,
Outlets corr,MSWB.8-DL.DL.9-L4GB.L4GB.23-TGB.TGB.LGB.2,1104,
Outlets Tele,MSWB.8-DL.DL.9-L4GB.L4GB.23-TGB.TGB.LGB.3,1156,
Outlets,MSWB.8-DL.DL.9-L4GB.L4GB.23-TGB.TGB.LGB.4,1100,
Outlets,MSWB.8-DL.DL.9-L4GB.L4GB.23-TGB.TGB.LGB.5,1100,
Outlets,MSWB.8-DL.DL.9-L4GB.L4GB.23-TGB.TGB.LGB.6,1100,
Outlets,MSWB.8-DL.DL.9-L4GB.L4GB.23-TGB.TGB.LGB.7,1098,
Outlets,MSWB.8-DL.DL.9-L4GB.L4GB.23-TGB.TGB.LGB.8,1098,
Outlets,MSWB.8-DL.DL.9-L4GB.L4GB.23-TGB.TGB.LGB.9,1101,
Outlets,MSWB.8-DL.DL.9-L4GB.L4GB.23-TGB.TGB.LGB.10,1081,
Outlets,MSWB.8-DL.DL.9-L4GB.L4GB.23-TGB.TGB.LGB.11,1082,
Outlets,MSWB.8-DL.DL.9-L4GB.L4GB.23-TGB.TGB.LGB.12,1079,
Outlets,MSWB.8-DL.DL.9-L4GB.L4GB.23-TGB.TGB.LGB.12,1080,
Outlets,MSWB.8-DL.DL.9-L4GB.L4GB.23-TGB.TGB.LGB.13,1094,
Outlets,MSWB.8-DL.DL.9-L4GB.L4GB.23-TGB.TGB.LGB.13,1096,
Outlets,MSWB.8-DL.DL.9-L4GB.L4GB.23-TGB.TGB.LGB.13,1096A,
Outlets,MSWB.8-DL.DL.9-L4GB.L4GB.23-TGB.TGB.LGB.13,1099,
Hand Dryer,MSWB.8-DL.DL.9-L4GB.L4GB.23-TGB.TGB.LGB.14,1094,
Outlets,MSWB.8-DL.DL.9-L4GB.L4GB.23-TGB.TGB.LGB.15,1091,
Outlets,MSWB.8-DL.DL.9-L4GB.L4GB.23-TGB.TGB.LGB.15,1097A,
Outlets,MSWB.8-DL.DL.9-L4GB.L4GB.23-TGB.TGB.LGB.15,1097B,
Outlets,MSWB.8-DL.DL.9-L4GB.L4GB.23-TGB.TGB.LGB.16,1093,
Outlets,MSWB.8-DL.DL.9-L4GB.L4GB.23-TGB.TGB.LGB.17,1093,
Outlets,MSWB.8-DL.DL.9-L4GB.L4GB.23-TGB.TGB.LGB.18,1092,
Outlets,MSWB.8-DL.DL.9-L4GB.L4GB.23-TGB.TGB.LGB.18,1093,
Outlets,MSWB.8-DL.DL.9-L4GB.L4GB.23-TGB.TGB.LGB.19,1092,
Outlets,MSWB.8-DL.DL.9-L4GB.L4GB.23-TGB.TGB.LGB.20,1092A,
Outlets,MSWB.8-DL.DL.9-L4GB.L4GB.23-TGB.TGB.LGB.21,1092A,
Outlets,MSWB.8-DL.DL.9-L4GB.L4GB.23-TGB.TGB.LGB.22,1088,
Cafe North,MSWB.8-DL.DL.9-L4GB.L4GB.23-TGB.TGB.LGB.22,,
Uni Vent Room,MSWB.8-DL.DL.9-L4GB.L4GB.23-TGB.TGB.LGB.22,1088,
Outlets Mezz,MSWB.8-DL.DL.9-L4GB.L4GB.23-TGB.TGB.LGB.23,2020,
UV,MSWB.8-DL.DL.9-L4GB.L4GB.23-TGB.TGB.LGB.24,1088,
UV,MSWB.8-DL.DL.9-L4GB.L4GB.23-TGB.TGB.LGB.25,1088,
UV,MSWB.8-DL.DL.9-L4GB.L4GB.23-TGB.TGB.LGB.26,1091,
UV,MSWB.8-DL.DL.9-L4GB.L4GB.23-TGB.TGB.LGB.26,1093,
Rooftop ACCU controls,MSWB.8-DL.DL.9-L4GB.L4GB.23-TGB.TGB.LGB.27,,
Lights,MSWB.8-DL.DL.9-L4GB.L4GB.23-TGB.TGB.LGB.28,1100,
ACCU controls,MSWB.8-DL.DL.9-L4GB.L4GB.23-TGB.TGB.LGB.29,Roof,
Lights,MSWB.8-DL.DL.9-L4GB.L4GB.23-TGB.TGB.LGB.30,1100,
Outlets,MSWB.8-DL.DL.9-L4GB.L4GB.23-TGB.TGB.LGB.31,1093,
Outlets,MSWB.8-DL.DL.9-L4GB.L4GB.23-TGB.TGB.LGB.32,1093,
Rooftop ACCU controls,MSWB.8-DL.DL.9-L4GB.L4GB.23-TGB.TGB.LGB.33,,
Water Cooler,MSWB.8-DL.DL.9-L4GB.L4GB.23-TGB.TGB.LGB.34,1088,
Lights,MSWB.8-DL.DL.9-L4GB.L4GB.23-TGB.TGB.LGB.35,1100,
Destratification fans,MSWB.8-DL.DL.9-L4GB.L4GB.23-TGB.TGB.LGB.36,1088,
Handicap Door Operator cafeteria,MSWB.8-DL.DL.9-L4GB.L4GB.23-TGB.TGB.LGB.39,1088,
Outlets,MSWB.8-DL.DL.9-L4GB.L4GB.23-TGB.TGB.LGBsec2.43,1093,
Outlets,MSWB.8-DL.DL.9-L4GB.L4GB.23-TGB.TGB.LGBsec2.44,142,
Outlets,MSWB.8-DL.DL.9-L4GB.L4GB.23-TGB.TGB.LGBsec2.45,1093,
Outlets,MSWB.8-DL.DL.9-L4GB.L4GB.23-TGB.TGB.LGBsec2.46,142,
Outlets,MSWB.8-DL.DL.9-L4GB.L4GB.23-TGB.TGB.LGBsec2.47,1093,
Outlets,MSWB.8-DL.DL.9-L4GB.L4GB.23-TGB.TGB.LGBsec2.48,142,
Outlets,MSWB.8-DL.DL.9-L4GB.L4GB.23-TGB.TGB.LGBsec2.49,1093,
Outlets,MSWB.8-DL.DL.9-L4GB.L4GB.23-TGB.TGB.LGBsec2.50,Near outside AC Unit,
Outlets,MSWB.8-DL.DL.9-L4GB.L4GB.23-TGB.TGB.LGBsec2.51,1093,
Outlets,MSWB.8-DL.DL.9-L4GB.L4GB.23-TGB.TGB.LGBsec2.52,AC-3,
Outlets,MSWB.8-DL.DL.9-L4GB.L4GB.23-TGB.TGB.LGBsec2.53,1093,
Outlets,MSWB.8-DL.DL.9-L4GB.L4GB.23-TGB.TGB.LGBsec2.54,AC-3,
Outlets,MSWB.8-DL.DL.9-L4GB.L4GB.23-TGB.TGB.LGBsec2.55,1093,
Outlets,MSWB.8-DL.DL.9-L4GB.L4GB.23-TGB.TGB.LGBsec2.56,AC-2,
Outlets,MSWB.8-DL.DL.9-L4GB.L4GB.23-TGB.TGB.LGBsec2.57,1093,
Outlets,MSWB.8-DL.DL.9-L4GB.L4GB.23-TGB.TGB.LGBsec2.58,AC-2,
Outlets,MSWB.8-DL.DL.9-L4GB.L4GB.23-TGB.TGB.LGBsec2.59,1093,
Outlets,MSWB.8-DL.DL.9-L4GB.L4GB.23-TGB.TGB.LGBsec2.60,AC-1,
Outlets,MSWB.8-DL.DL.9-L4GB.L4GB.23-TGB.TGB.LGBsec2.61,1093,
Outlets,MSWB.8-DL.DL.9-L4GB.L4GB.23-TGB.TGB.LGBsec2.62,AC-1,
Outlets,MSWB.8-DL.DL.9-L4GB.L4GB.23-TGB.TGB.LGBsec2.63,1093,
Outlets,MSWB.8-DL.DL.9-L4GB.L4GB.23-TGB.TGB.LGBsec2.64,AC-4,
Outlets,MSWB.8-DL.DL.9-L4GB.L4GB.23-TGB.TGB.LGBsec2.65,1093,
Outlets,MSWB.8-DL.DL.9-L4GB.L4GB.23-TGB.TGB.LGBsec2.66,AC-4,
Outlets,MSWB.8-DL.DL.9-L4GB.L4GB.23-TGB.TGB.LGBsec2.67,1093,
Outlets,MSWB.8-DL.DL.9-L4GB.L4GB.23-TGB.TGB.LGBsec2.68,AC-4,
Outlets,MSWB.8-DL.DL.9-L4GB.L4GB.23-TGB.TGB.LGBsec2.69,136,
Lights,MSWB.8-DL.DL.10-L41C.L41C.1,3089,
Lights,MSWB.8-DL.DL.10-L41C.L41C.2,3090,
Lights,MSWB.8-DL.DL.10-L41C.L41C.3,3092,
Lights,MSWB.8-DL.DL.10-L41C.L41C.4,3098,
Lights,MSWB.8-DL.DL.10-L41C.L41C.5,3088,
Lights,MSWB.8-DL.DL.10-L41C.L41C.6,257,
Lights,MSWB.8-DL.DL.10-L41C.L41C.6,258,
Lights,MSWB.8-DL.DL.10-L41C.L41C.7,3033,
Lights,MSWB.8-DL.DL.10-L41C.L41C.7,3031,
Lights corr,MSWB.8-DL.DL.10-L41C.L41C.8,,
Lights corr,MSWB.8-DL.DL.10-L41C.L41C.9,(Night),
Lights,MSWB.8-DL.DL.10-L41C.L41C.10,3030,
Lights,MSWB.8-DL.DL.10-L41C.L41C.11,3029,
Lights,MSWB.8-DL.DL.10-L41C.L41C.12,3028,
Lights,MSWB.8-DL.DL.10-L41C.L41C.12,3103,
Lights,MSWB.8-DL.DL.10-L41C.L41C.13,3033,
fan F-36,MSWB.8-DL.DL.10-L41C.L41C.22-T1C.T1C.L1C.1,Roof,
Outlets,MSWB.8-DL.DL.10-L41C.L41C.22-T1C.T1C.L1C.2,3063,
Outlets,MSWB.8-DL.DL.10-L41C.L41C.22-T1C.T1C.L1C.3,3057,
Outlets,MSWB.8-DL.DL.10-L41C.L41C.22-T1C.T1C.L1C.3,3060C,
Outlets,MSWB.8-DL.DL.10-L41C.L41C.22-T1C.T1C.L1C.4,3062,
Outlets,MSWB.8-DL.DL.10-L41C.L41C.22-T1C.T1C.L1C.5,3061,
Outlets,MSWB.8-DL.DL.10-L41C.L41C.22-T1C.T1C.L1C.6,3080,
Outlets,MSWB.8-DL.DL.10-L41C.L41C.22-T1C.T1C.L1C.7,3078,
Outlets,MSWB.8-DL.DL.10-L41C.L41C.22-T1C.T1C.L1C.8,3075,
